ENVO:01001417	silvagenitus cloud
CHEBI:18248	iron atom
CHEBI:18246	(1->4)-beta-D-glucan
CHEBI:36961	chalcocarbonic acid
CHEBI:28073	chromium atom
ENVO:03501239	riverfront
ENVO:01001513	permafrost congelation ice
UBERON:0003456	respiratory system lymphatic vessel
ENVO:00000348	grain of rocky sand
UBERON:0005564	gonad primordium
FOODON:00001275	hen egg food product
ENVO:01001221	office building
FOODON:00001252	animal derived beverage
UBERON:0000911	chyle
ENVO:00000282	esker
ENVO:01001003	non-saline environment
NCBITaxon:207598	Homininae
ENVO:01001518	drifting sea ice mass
ENVO:01001807	flooded grassland
CHEBI:35405	transition element oxoanion
ENVO:03501204	prison facility
NCBITaxon:4434	Bataceae
ENVO:00000401	spatter cone
ENVO:00003894	face cream product
ENVO:01001341	marine tidal flow zone
ENVO:00000564	archeological site
CHEBI:53550	poly(propylene)
CHEBI:37175	organic hydride
ENVO:00002273	fluvisol
ENVO:01000489	concrete building floor
ENVO:03501173	post-anesthesia care unit facility
CHEBI:48730	aluminosilicate mineral
UBERON:0001886	choroid plexus
NCBITaxon:33341	Polyneoptera
ENVO:02000111	copper ore
ENVO:00000053	freshwater marsh
ENVO:00000091	beach
UBERON:0010719	girdle skeleton
ENVO:01001044	soil environment
ENVO:01000433	needleleaf forest
ENVO:03600074	aquaculture farm
CHEBI:26178	polyester macromolecule
ENVO:01001075	hypoxic lake
ENVO:03501318	hygienic food production area
ENVO:00000468	hydroelectric dam
ENVO:00005753	urea enriched soil
UBERON:0005068	neural rod
ENVO:01001256	coastal shrimp pond
ENVO:01001570	terrestrial ecoregion
ENVO:01001155	astrogeological gas
ENVO:00003919	research station
CHEBI:35107	azane
ENVO:01001488	aircraft
UBERON:0000078	mixed ectoderm/mesoderm/endoderm-derived structure
ENVO:00003978	potato silage
PO:0006210	protoderm
ENVO:01000413	old plant
ENVO:00002244	gleysol
NCBITaxon:3193	Embryophyta
CHEBI:26562	ribose phosphate
CHEBI:24271	glucosamines
ENVO:01000750	Mohorovicic discontinuity
ENVO:01001051	environment determined by a biofilm on a non-saline surface
