serial_number	content	sample_count	content_list	content_count	envo_count	extracted_label	extracted_curie	real_label	longest_annotation_curie	longest_annotation_label	curie_list	unique_curie_count
1892	ENVO_00002009	1	ENVO_00002009	1	1		ENVO:00002009	obsolete terrestrial habitat			['ENVO:00002009']	1
1893	ENVO_00002015	1	ENVO_00002015	1	1		ENVO:00002015	volcanic rock			['ENVO:00002015']	1
1894	ENVO_00002020	1	ENVO_00002020	1	1		ENVO:00002020	obsolete extreme habitat			['ENVO:00002020']	1
1895	ENVO_00002040	1	ENVO_00002040	1	1		ENVO:00002040	wood			['ENVO:00002040']	1
1896	ENVO_00002046	1	ENVO_00002046	1	1		ENVO:00002046	activated sludge			['ENVO:00002046']	1
1897	ENVO_00002051	1	ENVO_00002051	1	1		ENVO:00002051	stony-iron meteorite			['ENVO:00002051']	1
1898	ENVO_00002065	1	ENVO_00002065	1	1		ENVO:00002065				['ENVO:00002065']	1
1899	ENVO_00002076	1	ENVO_00002076	1	1		ENVO:00002076				['ENVO:00002076']	1
1900	ENVO_00002078	1	ENVO_00002078	1	1		ENVO:00002078				['ENVO:00002078']	1
1901	ENVO_00002083	1	ENVO_00002083	1	1		ENVO:00002083				['ENVO:00002083']	1
1902	ENVO_00002085	1	ENVO_00002085	1	1		ENVO:00002085				['ENVO:00002085']	1
1903	ENVO_00002089	1	ENVO_00002089	1	1		ENVO:00002089				['ENVO:00002089']	1
1904	ENVO_00002096	1	ENVO_00002096	1	1		ENVO:00002096				['ENVO:00002096']	1
1905	ENVO_00002100	1	ENVO_00002100	1	1		ENVO:00002100				['ENVO:00002100']	1
1906	ENVO_00002106	1	ENVO_00002106	1	1		ENVO:00002106				['ENVO:00002106']	1
1907	ENVO_00002125	1	ENVO_00002125	1	1		ENVO:00002125	anaerobic dechlorinating bioreactor			['ENVO:00002125']	1
1908	ENVO_00002136	1	ENVO_00002136	1	1		ENVO:00002136	arsenate treated wood			['ENVO:00002136']	1
1909	ENVO_00002138	1	ENVO_00002138	1	1		ENVO:00002138	beach sand			['ENVO:00002138']	1
1910	ENVO_00002149	1	ENVO_00002149	1	1		ENVO:00002149	sea water			['ENVO:00002149']	1
1911	ENVO_00002156	1	ENVO_00002156	1	1		ENVO:00002156	Superfund site			['ENVO:00002156']	1
1912	ENVO_00002161	1	ENVO_00002161	1	1		ENVO:00002161	obsolete fermented agave juice			['ENVO:00002161']	1
1913	ENVO_00002162	1	ENVO_00002162	1	1		ENVO:00002162	obsolete fermenting sugar cane juice			['ENVO:00002162']	1
1914	ENVO_00002169	1	ENVO_00002169	1	1		ENVO:00002169	coal mine			['ENVO:00002169']	1
1915	ENVO_00002175	1	ENVO_00002175	1	1		ENVO:00002175	obsolete processed meat product			['ENVO:00002175']	1
1916	ENVO_00002187	1	ENVO_00002187	1	1		ENVO:00002187	obsolete milk formula			['ENVO:00002187']	1
1917	ENVO_00002193	1	ENVO_00002193	1	1		ENVO:00002193	pulp-bleaching waste water			['ENVO:00002193']	1
1918	ENVO_00002201	1	ENVO_00002201	1	1		ENVO:00002201	cis-dichloroethane contaminated sediment			['ENVO:00002201']	1
1919	ENVO_00002215	1	ENVO_00002215	1	1		ENVO:00002215	geothermal power plant			['ENVO:00002215']	1
1920	ENVO_00002220	1	ENVO_00002220	1	1		ENVO:00002220	obsolete cheese spoilage			['ENVO:00002220']	1
1921	ENVO_00002226	1	ENVO_00002226	1	1		ENVO:00002226	borehole			['ENVO:00002226']	1
1922	ENVO_00002228	1	ENVO_00002228	1	1		ENVO:00002228	pond water			['ENVO:00002228']	1
1923	ENVO_00002232	1	ENVO_00002232	1	1		ENVO:00002232	andosol			['ENVO:00002232']	1
1924	ENVO_00002234	1	ENVO_00002234	1	1		ENVO:00002234	acrisol			['ENVO:00002234']	1
1925	ENVO_00002239	1	ENVO_00002239	1	1		ENVO:00002239	calcisol			['ENVO:00002239']	1
1926	ENVO_00002246	1	ENVO_00002246	1	1		ENVO:00002246	ferralsol			['ENVO:00002246']	1
1927	ENVO_00002252	1	ENVO_00002252	1	1		ENVO:00002252	solonchak			['ENVO:00002252']	1
1928	ENVO_00002257	1	ENVO_00002257	1	1		ENVO:00002257	podzol			['ENVO:00002257']	1
1929	ENVO_00002263	1	ENVO_00002263	1	1		ENVO:00002263	garden soil			['ENVO:00002263']	1
1930	ENVO_00002274	1	ENVO_00002274	1	1		ENVO:00002274	stagnosol			['ENVO:00002274']	1
1931	ENVO_00002276	1	ENVO_00002276	1	1		ENVO:00002276	animal waste material			['ENVO:00002276']	1
1932	ENVO_00002281	1	ENVO_00002281	1	1		ENVO:00002281				['ENVO:00002281']	1
1933	ENVO_00002283	1	ENVO_00002283	1	1		ENVO:00002283				['ENVO:00002283']	1
1934	ENVO_00002294	1	ENVO_00002294	1	1		ENVO:00002294				['ENVO:00002294']	1
1935	ENVO_00002301	1	ENVO_00002301	1	1		ENVO:00002301				['ENVO:00002301']	1
1936	ENVO_00002320	1	ENVO_00002320	1	1		ENVO:00002320				['ENVO:00002320']	1
1937	ENVO_00002323	1	ENVO_00002323	1	1		ENVO:00002323				['ENVO:00002323']	1
1938	ENVO_00002333	1	ENVO_00002333	1	1		ENVO:00002333				['ENVO:00002333']	1
1939	ENVO_00002339	1	ENVO_00002339	1	1		ENVO:00002339				['ENVO:00002339']	1
1940	ENVO_00002346	1	ENVO_00002346	1	1		ENVO:00002346				['ENVO:00002346']	1
1941	ENVO_00002351	1	ENVO_00002351	1	1		ENVO:00002351				['ENVO:00002351']	1
1942	ENVO_00002357	1	ENVO_00002357	1	1		ENVO:00002357				['ENVO:00002357']	1
1943	ENVO_00002362	1	ENVO_00002362	1	1		ENVO:00002362				['ENVO:00002362']	1
1944	ENVO_00002364	1	ENVO_00002364	1	1		ENVO:00002364				['ENVO:00002364']	1
1945	ENVO_00002370	1	ENVO_00002370	1	1		ENVO:00002370				['ENVO:00002370']	1
1946	ENVO_00002379	1	ENVO_00002379	1	1		ENVO:00002379				['ENVO:00002379']	1
1947	hill biome [ENVO:00000087]	1	hill biome [ENVO:00000087]	1	1	hill biome	ENVO:00000087	cliff	ENVO:00000428	biome	['ENVO:00000087', 'ENVO:00000428']	2
1948	hill biome [ENVO:00000089]	1	hill biome [ENVO:00000089]	1	1	hill biome	ENVO:00000089	inland cliff	ENVO:00000428	biome	['ENVO:00000089', 'ENVO:00000428']	2
1949	hill biome [ENVO:00000091]	1	hill biome [ENVO:00000091]	1	1	hill biome	ENVO:00000091	beach	ENVO:00000428	biome	['ENVO:00000091', 'ENVO:00000428']	2
1950	hill biome [ENVO:00000095]	1	hill biome [ENVO:00000095]	1	1	hill biome	ENVO:00000095	obsolete lava field	ENVO:00000428	biome	['ENVO:00000095', 'ENVO:00000428']	2
1951	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000234]	1	plain biome [ENVO:00000254]	2	1	plain biome	ENVO:00000254	till plain	ENVO:00000086	plain	['ENVO:00000086', 'ENVO:00000254']	2
1951	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000234]	1	agricultural biome [ENVO:01000234]	2	1	agricultural biome	ENVO:01000234	mafic lava	ENVO:00000428	biome	['ENVO:01000234', 'ENVO:00000428']	2
1952	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000238]	1	plain biome [ENVO:00000254]	2	1	plain biome	ENVO:00000254	till plain	ENVO:00000086	plain	['ENVO:00000086', 'ENVO:00000254']	2
1952	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000238]	1	agricultural biome [ENVO:01000238]	2	1	agricultural biome	ENVO:01000238	polar	ENVO:00000428	biome	['ENVO:01000238', 'ENVO:00000428']	2
1953	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000253]	1	plain biome [ENVO:00000254]	2	1	plain biome	ENVO:00000254	till plain	ENVO:00000086	plain	['ENVO:00000086', 'ENVO:00000254']	2
1953	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000253]	1	agricultural biome [ENVO:01000253]	2	1	agricultural biome	ENVO:01000253	freshwater river biome	ENVO:00000428	biome	['ENVO:01000253', 'ENVO:00000428']	2
1954	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000257]	1	plain biome [ENVO:00000254]	2	1	plain biome	ENVO:00000254	till plain	ENVO:00000086	plain	['ENVO:00000086', 'ENVO:00000254']	2
1954	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000257]	1	agricultural biome [ENVO:01000257]	2	1	agricultural biome	ENVO:01000257	white smoker	ENVO:00000428	biome	['ENVO:01000257', 'ENVO:00000428']	2
1955	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000267]	1	plain biome [ENVO:00000254]	2	1	plain biome	ENVO:00000254	till plain	ENVO:00000086	plain	['ENVO:00000086', 'ENVO:00000254']	2
1955	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000267]	1	agricultural biome [ENVO:01000267]	2	1	agricultural biome	ENVO:01000267	atmosphere	ENVO:00000428	biome	['ENVO:01000267', 'ENVO:00000428']	2
1956	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000271]	1	plain biome [ENVO:00000254]	2	1	plain biome	ENVO:00000254	till plain	ENVO:00000086	plain	['ENVO:00000086', 'ENVO:00000254']	2
1956	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000271]	1	agricultural biome [ENVO:01000271]	2	1	agricultural biome	ENVO:01000271	clastic sedimentary rock	ENVO:00000428	biome	['ENVO:01000271', 'ENVO:00000428']	2
1957	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000275]	1	plain biome [ENVO:00000254]	2	1	plain biome	ENVO:00000254	till plain	ENVO:00000086	plain	['ENVO:00000086', 'ENVO:00000254']	2
1957	plain biome [ENVO:00000254]|agricultural biome [ENVO:01000275]	1	agricultural biome [ENVO:01000275]	2	1	agricultural biome	ENVO:01000275	structural basin	ENVO:00000428	biome	['ENVO:01000275', 'ENVO:00000428']	2
1958	alpine grassland 1	1	alpine grassland 1	1	0	alpine grassland 1			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1959	alpine grassland 2	1	alpine grassland 2	1	0	alpine grassland 2			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1960	alpine grassland 27	1	alpine grassland 27	1	0	alpine grassland 27			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1961	alpine grassland 35	1	alpine grassland 35	1	0	alpine grassland 35			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1962	alpine grassland 47	1	alpine grassland 47	1	0	alpine grassland 47			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1963	alpine grassland 51	1	alpine grassland 51	1	0	alpine grassland 51			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1964	alpine grassland 58	1	alpine grassland 58	1	0	alpine grassland 58			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1965	alpine grassland 80	1	alpine grassland 80	1	0	alpine grassland 80			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1966	alpine grassland 83	1	alpine grassland 83	1	0	alpine grassland 83			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1967	alpine grassland 84	1	alpine grassland 84	1	0	alpine grassland 84			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1968	alpine grassland 93	1	alpine grassland 93	1	0	alpine grassland 93			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1969	alpine grassland 94	1	alpine grassland 94	1	0	alpine grassland 94			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1970	alpine grassland 97	1	alpine grassland 97	1	0	alpine grassland 97			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1971	alpine grassland 109	1	alpine grassland 109	1	0	alpine grassland 109			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1972	alpine grassland 130	1	alpine grassland 130	1	0	alpine grassland 130			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1973	alpine grassland 131	1	alpine grassland 131	1	0	alpine grassland 131			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1974	alpine grassland 137	1	alpine grassland 137	1	0	alpine grassland 137			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1975	alpine grassland 149	1	alpine grassland 149	1	0	alpine grassland 149			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1976	alpine grassland 160	1	alpine grassland 160	1	0	alpine grassland 160			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1977	alpine grassland 167	1	alpine grassland 167	1	0	alpine grassland 167			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1978	alpine grassland 168	1	alpine grassland 168	1	0	alpine grassland 168			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1979	alpine grassland 174	1	alpine grassland 174	1	0	alpine grassland 174			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1980	alpine grassland 178	1	alpine grassland 178	1	0	alpine grassland 178			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1981	meadows, fungi	1	meadows, fungi	1	0	meadows, fungi			ENVO:00000108	meadow ecosystem	['ENVO:00000108']	1
1982	frost [ENVO:01001850]	1	frost [ENVO:01001850]	1	1	frost	ENVO:01001850	frost	ENVO:01001850	frost	['ENVO:01001850']	1
1983	winter wheat cropland|native tallgrass prairie	1	winter wheat cropland	2	0	winter wheat cropland			ENVO:00000011	garden	['ENVO:00000011']	1
1983	winter wheat cropland|native tallgrass prairie	1	native tallgrass prairie	2	0	native tallgrass prairie			ENVO:00000260	prairie	['ENVO:00000260']	1
1984	Bulk soil 2	1	Bulk soil 2	1	0	Bulk soil 2			ENVO:00005802	bulk soil	['ENVO:00005802']	1
1985	Bulk soil 5	1	Bulk soil 5	1	0	Bulk soil 5			ENVO:00005802	bulk soil	['ENVO:00005802']	1
1986	Root zone soil 2	1	Root zone soil 2	1	0	Root zone soil 2			ENVO:00001998	soil	['ENVO:00001998']	1
1987	Rhizosphere soil 3	1	Rhizosphere soil 3	1	0	Rhizosphere soil 3			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
1988	Rhizosphere soil 6	1	Rhizosphere soil 6	1	0	Rhizosphere soil 6			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
1989	Tuber surface soil 2	1	Tuber surface soil 2	1	0	Tuber surface soil 2			ENVO:02000059	surface soil	['ENVO:02000059']	1
1990	Tuber surface soil 9	1	Tuber surface soil 9	1	0	Tuber surface soil 9			ENVO:02000059	surface soil	['ENVO:02000059']	1
1991	Sewage treatment plant	1	Sewage treatment plant	1	0	Sewage treatment plant			ENVO:00003043	sewage plant	['ENVO:00003043']	1
1992	Rhizosphere biomes of poplar6	1	Rhizosphere biomes of poplar6	1	0	Rhizosphere biomes of poplar6			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
1993	Rhizosphere biomes of poplar16	1	Rhizosphere biomes of poplar16	1	0	Rhizosphere biomes of poplar16			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
1994	Rhizosphere biomes of poplar27	1	Rhizosphere biomes of poplar27	1	0	Rhizosphere biomes of poplar27			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
1995	Soil-7	1	Soil-7	1	0	Soil-7			ENVO:00001998	soil	['ENVO:00001998']	1
1996	Soil-10	1	Soil-10	1	0	Soil-10			ENVO:00001998	soil	['ENVO:00001998']	1
1997	Soil-14	1	Soil-14	1	0	Soil-14			ENVO:00001998	soil	['ENVO:00001998']	1
1998	Soil-21	1	Soil-21	1	0	Soil-21			ENVO:00001998	soil	['ENVO:00001998']	1
1999	Soil-24	1	Soil-24	1	0	Soil-24			ENVO:00001998	soil	['ENVO:00001998']	1
2000	Soil-27	1	Soil-27	1	0	Soil-27			ENVO:00001998	soil	['ENVO:00001998']	1
2001	[ENVO:00000432]	1	[ENVO:00000432]	1	1		ENVO:00000432	monadnock			['ENVO:00000432']	1
2002	[ENVO:00000437]	1	[ENVO:00000437]	1	1		ENVO:00000437	Nye channel			['ENVO:00000437']	1
2003	[ENVO:00000444]	1	[ENVO:00000444]	1	1		ENVO:00000444	woodland clearing			['ENVO:00000444']	1
2004	[ENVO:00000459]	1	[ENVO:00000459]	1	1		ENVO:00000459	outlet glacier			['ENVO:00000459']	1
2005	[ENVO:00000467]	1	[ENVO:00000467]	1	1		ENVO:00000467	university campus			['ENVO:00000467']	1
2006	[ENVO:00000474]	1	[ENVO:00000474]	1	1		ENVO:00000474	cut			['ENVO:00000474']	1
2007	[ENVO:00000482]	1	[ENVO:00000482]	1	1		ENVO:00000482	sea floor			['ENVO:00000482']	1
2008	[ENVO:00000489]	1	[ENVO:00000489]	1	1		ENVO:00000489	palsa			['ENVO:00000489']	1
2009	[ENVO:00000498]	1	[ENVO:00000498]	1	1		ENVO:00000498	volcanic dike			['ENVO:00000498']	1
2010	[ENVO:00000503]	1	[ENVO:00000503]	1	1		ENVO:00000503	container of an intermittent oxbow lake			['ENVO:00000503']	1
2011	[ENVO:00000521]	1	[ENVO:00000521]	1	1		ENVO:00000521	rockfall			['ENVO:00000521']	1
2012	sample-2-5	1	sample-2-5	1	0	sample-2-5			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2013	sample-3-4	1	sample-3-4	1	0	sample-3-4			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2014	sample-3-6	1	sample-3-6	1	0	sample-3-6			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2015	sample-5-2	1	sample-5-2	1	0	sample-5-2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2016	sample-5-4	1	sample-5-4	1	0	sample-5-4			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2017	sample-8-1	1	sample-8-1	1	0	sample-8-1			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2018	XJ-2-1	1	XJ-2-1	1	0	XJ-2-1					[]	0
2019	XJ-2-2	1	XJ-2-2	1	0	XJ-2-2					[]	0
2020	XJ-6-5	1	XJ-6-5	1	0	XJ-6-5					[]	0
2021	XJ-7-4	1	XJ-7-4	1	0	XJ-7-4					[]	0
2022	XJ-10-1	1	XJ-10-1	1	0	XJ-10-1					[]	0
2023	XJ-11-4	1	XJ-11-4	1	0	XJ-11-4					[]	0
2024	XJ-11-5	1	XJ-11-5	1	0	XJ-11-5					[]	0
2025	XJ-13-2	1	XJ-13-2	1	0	XJ-13-2					[]	0
2026	XJ-15-2	1	XJ-15-2	1	0	XJ-15-2					[]	0
2027	XJ-16-1	1	XJ-16-1	1	0	XJ-16-1					[]	0
2028	XJ-16-2	1	XJ-16-2	1	0	XJ-16-2					[]	0
2029	XJ-19-5	1	XJ-19-5	1	0	XJ-19-5					[]	0
2030	XJ-21-4	1	XJ-21-4	1	0	XJ-21-4					[]	0
2031	coal	1	coal	1	0	coal			ENVO:02000091	coal	['ENVO:02000091']	1
2032	AM1_1	1	AM1_1	1	0	AM1_1					[]	0
2033	AM1_3	1	AM1_3	1	0	AM1_3					[]	0
2034	AM2_1	1	AM2_1	1	0	AM2_1					[]	0
2035	MM1_3	1	MM1_3	1	0	MM1_3					[]	0
2036	MM3_1	1	MM3_1	1	0	MM3_1					[]	0
2037	M1_2	1	M1_2	1	0	M1_2					[]	0
2038	M2_4	1	M2_4	1	0	M2_4					[]	0
2039	city soil	1	city soil	1	0	city soil			ENVO:00000856	city	['ENVO:00000856']	1
2040	soil biome8	1	soil biome8	1	0	soil biome8			ENVO:00000428	biome	['ENVO:00000428']	1
2041	Wet tropical deciduous forests	1	Wet tropical deciduous forests	1	0	Wet tropical deciduous forests			ENVO:00000109	woodland area	['ENVO:00000109']	1
2042	soil Brocheten microbial communities	1	soil Brocheten microbial communities	1	0	soil Brocheten microbial communities			ENVO:00001998	soil	['ENVO:00001998']	1
2043	test field	1	test field	1	0	test field			ENVO:01000352	field	['ENVO:01000352']	1
2044	Lake environment18	1	Lake environment18	1	0	Lake environment18			ENVO:01000254	environmental system	['ENVO:01000254']	1
2045	Lake environment34	1	Lake environment34	1	0	Lake environment34			ENVO:01000254	environmental system	['ENVO:01000254']	1
2046	Control soil mescosms	1	Control soil mescosms	1	0	Control soil mescosms			ENVO:00001998	soil	['ENVO:00001998']	1
2047	pond sediment	1	pond sediment	1	0	pond sediment			ENVO:00002007	sediment	['ENVO:00002007']	1
2048	Upland soil	1	Upland soil	1	0	Upland soil			ENVO:00005786	upland soil	['ENVO:00005786']	1
2049	farnland	1	farnland	1	0	farnland					[]	0
2050	continuous Cropping 5	1	continuous Cropping 5	1	0	continuous Cropping 5			PATO:0000689	continuous	['PATO:0000689']	1
2051	Rotation6	1	Rotation6	1	0	Rotation6					[]	0
2052	Rotation13	1	Rotation13	1	0	Rotation13					[]	0
2053	Poplar	1	Poplar	1	0	Poplar			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
2054	eryin mountain	1	eryin mountain	1	0	eryin mountain			ENVO:00000081	mountain	['ENVO:00000081']	1
2055	Sundarbans estuary	1	Sundarbans estuary	1	0	Sundarbans estuary			ENVO:00000045	estuary	['ENVO:00000045']	1
2056	paddy rice soil	1	paddy rice soil	1	0	paddy rice soil			ENVO:00001998	soil	['ENVO:00001998']	1
2057	S2	1	S2	1	0	S2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2058	S9	1	S9	1	0	S9			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2059	S11	1	S11	1	0	S11			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2060	S18	1	S18	1	0	S18			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2061	S19	1	S19	1	0	S19			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2062	S36	1	S36	1	0	S36			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2063	S43	1	S43	1	0	S43			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2064	S53	1	S53	1	0	S53			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2065	W4	1	W4	1	0	W4					[]	0
2066	W13	1	W13	1	0	W13					[]	0
2067	W16	1	W16	1	0	W16					[]	0
2068	W37	1	W37	1	0	W37					[]	0
2069	B10NH079	1	B10NH079	1	0	B10NH079			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2070	Soil bacteria and archaea	1	Soil bacteria and archaea	1	0	Soil bacteria and archaea			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2071	XKH5	1	XKH5	1	0	XKH5					[]	0
2072	Y4	1	Y4	1	0	Y4					[]	0
2073	Y6	1	Y6	1	0	Y6					[]	0
2074	M3	1	M3	1	0	M3					[]	0
2075	M4	1	M4	1	0	M4					[]	0
2076	SS3	1	SS3	1	0	SS3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2077	sludge[ENVO:00002056]	1	sludge[ENVO:00002056]	1	1	sludge	ENVO:00002056	shale	ENVO:00002044	sludge	['ENVO:00002056', 'ENVO:00002044']	2
2078	sam2	1	sam2	1	0	sam2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2079	HB3	1	HB3	1	0	HB3					[]	0
2080	HB9	1	HB9	1	0	HB9					[]	0
2081	HB11	1	HB11	1	0	HB11					[]	0
2082	HB13	1	HB13	1	0	HB13					[]	0
2083	Virgin Soil	1	Virgin Soil	1	0	Virgin Soil			ENVO:00001998	soil	['ENVO:00001998']	1
2084	ZX_B3	1	ZX_B3	1	0	ZX_B3					[]	0
2085	ZX_B4	1	ZX_B4	1	0	ZX_B4					[]	0
2086	TH_B1	1	TH_B1	1	0	TH_B1					[]	0
2087	PD_B3	1	PD_B3	1	0	PD_B3			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
2088	PD_B4	1	PD_B4	1	0	PD_B4			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
2089	SC_B1	1	SC_B1	1	0	SC_B1			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2090	LB_B1	1	LB_B1	1	0	LB_B1					[]	0
2091	DM_L3	1	DM_L3	1	0	DM_L3					[]	0
2092	SC_L3	1	SC_L3	1	0	SC_L3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2093	LB_L5	1	LB_L5	1	0	LB_L5					[]	0
2094	ZP_T3	1	ZP_T3	1	0	ZP_T3					[]	0
2095	TH_T2	1	TH_T2	1	0	TH_T2					[]	0
2096	Substropical plant biome	1	Substropical plant biome	1	0	Substropical plant biome			ENVO:00000428	biome	['ENVO:00000428']	1
2097	maize rhizosphere2	1	maize rhizosphere2	1	0	maize rhizosphere2			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2098	maize rhizosphere5	1	maize rhizosphere5	1	0	maize rhizosphere5			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2099	maize rhizosphere6	1	maize rhizosphere6	1	0	maize rhizosphere6			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2100	maize rhizosphere9	1	maize rhizosphere9	1	0	maize rhizosphere9			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2101	maize rhizosphere17	1	maize rhizosphere17	1	0	maize rhizosphere17			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2102	Agricuture	1	Agricuture	1	0	Agricuture					[]	0
2103	ZYK4	1	ZYK4	1	0	ZYK4					[]	0
2104	4	1	4	1	0	4					[]	0
2105	12	1	12	1	0	12					[]	0
2106	31	1	31	1	0	31					[]	0
2107	55	1	55	1	0	55					[]	0
2108	56	1	56	1	0	56					[]	0
2109	68	1	68	1	0	68					[]	0
2110	72	1	72	1	0	72					[]	0
2111	76	1	76	1	0	76					[]	0
2112	83	1	83	1	0	83					[]	0
2113	105	1	105	1	0	105					[]	0
2114	114	1	114	1	0	114					[]	0
2115	glacier forefield	1	glacier forefield	1	0	glacier forefield			ENVO:00000133	glacier	['ENVO:00000133']	1
2116	RBPYR1001 bacteria	1	RBPYR1001 bacteria	1	0	RBPYR1001 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2117	NRSPHE1002 bacteria	1	NRSPHE1002 bacteria	1	0	NRSPHE1002 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2118	NRSPYR101 bacteria	1	NRSPYR101 bacteria	1	0	NRSPYR101 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2119	NRSPYR1002 bacteria	1	NRSPYR1002 bacteria	1	0	NRSPYR1002 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2120	EBCK3 bacteria	1	EBCK3 bacteria	1	0	EBCK3 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2121	EBPHE1002 bacteria	1	EBPHE1002 bacteria	1	0	EBPHE1002 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2122	EBPYR102 bacteria	1	EBPYR102 bacteria	1	0	EBPYR102 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2123	bacteria nirK gene	1	bacteria nirK gene	1	0	bacteria nirK gene			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2124	LCJ1-2	1	LCJ1-2	1	0	LCJ1-2					[]	0
2125	LCJ1-3	1	LCJ1-3	1	0	LCJ1-3					[]	0
2126	XSD3	1	XSD3	1	0	XSD3					[]	0
2127	BYC1	1	BYC1	1	0	BYC1					[]	0
2128	AMC1-3	1	AMC1-3	1	0	AMC1-3					[]	0
2129	AMC2-1	1	AMC2-1	1	0	AMC2-1					[]	0
2130	AMC2-2	1	AMC2-2	1	0	AMC2-2					[]	0
2131	AMC2-5	1	AMC2-5	1	0	AMC2-5					[]	0
2132	AMC3-4	1	AMC3-4	1	0	AMC3-4					[]	0
2133	AMC6-6	1	AMC6-6	1	0	AMC6-6					[]	0
2134	BQH-6	1	BQH-6	1	0	BQH-6					[]	0
2135	NSQ-6	1	NSQ-6	1	0	NSQ-6			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2136	SLZZ-4	1	SLZZ-4	1	0	SLZZ-4			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
